"Name","Su18_Plot.Area.d061","Su18_Plot.Area.d065","Su18_Plot.Area.d068","Su18_Plot.Area.d072","Su18_Plot.Area.d076","Su18_Plot.Area.d079","Su18_Plot.Area.d086","Su18_Plot.Height.d061","Su18_Plot.Height.d065","Su18_Plot.Height.d068","Su18_Plot.Height.d072","Su18_Plot.Height.d076","Su18_Plot.Height.d079","Su18_Plot.Height.d086","Su18_Plot.Volume.d061","Su18_Plot.Volume.d065","Su18_Plot.Volume.d068","Su18_Plot.Volume.d072","Su18_Plot.Volume.d076","Su18_Plot.Volume.d079","Su18_Plot.Volume.d086"
"ILL_10657_AGL",0.328749525687741,0.422342743137941,0.40900299910742,0.4513715354373,0.399214155585691,0.391233275286614,0.392375399879007,0.098930686712265,0.118715164562066,0.10799527913332,0.104964191714923,0.109066394468149,0.0971949969728788,0.0961045920848846,0.0324884461879799,0.0504292665127577,0.0442955374626845,0.0477827020800246,0.0439372703616494,0.0384812720585135,0.0378877520476103
"ILL_10748_AGL",0.508257469638143,0.64308218734157,0.656627159806747,0.699157024814719,0.65550098627763,0.677417551677486,0.706762670083804,0.0878703283766906,0.114898718893528,0.10725424438715,0.105208183328311,0.113109762469927,0.0944369460145632,0.0869539628426234,0.0476359469009003,0.0748704480360735,0.0716291178660937,0.0752786094458595,0.0755702917214421,0.0651238680958686,0.0625787847095888
"ILL_11547_AGL",0.490479311232763,0.561725933419656,0.549039113600454,0.599855333804263,0.591165435072058,0.582384713848632,0.589638087182461,0.121581447621187,0.142055263121923,0.144843543569247,0.146652440230052,0.159354979793231,0.14064163963,0.140221243103345,0.060272355357708,0.0802197108596238,0.0799678260499522,0.0885060941097993,0.094471440398841,0.0822293089639804,0.0827149166375295
"ILL_11548_AGL",0.363887747190976,0.443829495964933,0.437770474107657,0.494286344075578,0.481246412038316,0.511365310023587,0.576524587620186,0.0947233885526657,0.123705590764682,0.118300723532836,0.108776062726974,0.115207858383656,0.106474387149016,0.105056104560693,0.0345500978362066,0.0548118381142198,0.051614843465476,0.0538669773625267,0.055569809856462,0.0546875118813007,0.0606135010199819
"ILL_11553_AGL",0.407355881812054,0.487776407491058,0.478112581412171,0.545805927717981,0.499501282099702,0.498852227369271,0.489683539404038,0.0989740751683712,0.0874701614181201,0.0799445609251658,0.07591246565183,0.0821583966414134,0.0713012963533401,0.0649836125473181,0.0402232043345292,0.0431398274583982,0.0385887529803483,0.0417717179434486,0.0412357439859165,0.0359295553080495,0.0318673363908409
"ILL_11555_AGL",0.397991200792061,0.498937804367731,0.477122415240523,0.539187044552515,0.543851000170755,0.546919275618223,0.596722098615711,0.108909010887146,0.116170818607012,0.106695868074894,0.104017148415248,0.109929429988066,0.0937456016739209,0.0900940125187238,0.0460888702546473,0.0579530747036515,0.0509196606223185,0.0560354096899337,0.059894765460735,0.0514336308638828,0.0540033641516353
"ILL_11557_AGL",0.374961109434856,0.522020772402473,0.49545299483485,0.597374783240063,0.566992101483938,0.553450250445414,0.637254189969441,0.050352431833744,0.0916081046064695,0.085310123860836,0.0815177535017331,0.0975402295589447,0.0819336374600728,0.0826400717099508,0.018383057254457,0.0478428481508324,0.0422462121821621,0.0488549128387567,0.0554072295952568,0.0455729415719591,0.0529767520448914
"ILL_11558_AGL",0.340092021483842,0.468804586127593,0.437428814566648,0.529433953087521,0.556598477033398,0.534279370688522,0.646828121477556,0.0557646378874779,0.110396310687065,0.104768683513006,0.106521956622601,0.122748846809069,0.102302131553491,0.096107671658198,0.0210351722054073,0.0519526967247282,0.0458949654646695,0.0565384800869216,0.0686672249326584,0.0548651096334304,0.0624036724015091
"ILL_1220_AGL",0.616693538971206,0.728387848009687,0.742633760757304,0.866536220108038,0.853868577755502,0.892903250854252,1.01249789445708,0.132175363600254,0.161853929360708,0.159764791528384,0.171245276927948,0.188708707690239,0.177707478404045,0.147203634182612,0.0819437251722583,0.11813204081434,0.119069148170411,0.14869412555035,0.16193776381073,0.159356676128443,0.146784437014871
"ILL_1553_AGL",0.42073966355989,0.549168958213815,0.531578054004062,0.575156021693786,0.53321392107468,0.544271114326632,0.58512604225796,0.114919622739156,0.114774378637473,0.119388192892075,0.122783020138741,0.133647660414378,0.114109041790167,0.117923639714718,0.0492313765655799,0.0638776569824483,0.0638171411574938,0.0708344577577777,0.0713844412799632,0.0623231501323494,0.0690022437824428
"ILL_1762_AGL",0.594911399653679,0.780514704240814,0.777085026436636,0.946442055105616,0.881963478805504,0.882591232718144,0.948238315245407,0.103434547781944,0.131877029935519,0.130935693780581,0.135066111882528,0.147045567631721,0.125521043936412,0.106638669967651,0.061938387990449,0.103039662067792,0.101828997924465,0.127985049345933,0.129843328900481,0.111229002509292,0.101118036451236
"ILL_1983_AGL",0.376720793378476,0.527539288256321,0.50778433390589,0.568983500231247,0.545384934822465,0.544075912969302,0.581371433429812,0.095076359808445,0.116932200888793,0.110399429996808,0.106280783812205,0.12526273727417,0.101820868750413,0.098960908750693,0.0377147297176838,0.0615606270030736,0.0561172603511971,0.0604279857321291,0.0687090480188453,0.0554806900363273,0.0578924540712367
"ILL_213_AGL",0.457764465128145,0.596217525882788,0.599004376941175,0.679734047671859,0.639907955832619,0.66811379452288,0.709326011864782,0.0947409942746162,0.0997601201136907,0.0916442076365153,0.0924059400955836,0.0988528728485107,0.0866049329439799,0.0755191047986348,0.0495375873827287,0.0595696088505069,0.0547429742576658,0.0629832474498649,0.0632160827927305,0.0578896138491046,0.0534788945617848
"ILL_2194_AGL",0.440116944496336,0.527033180182062,0.517727044004223,0.568563358357107,0.533007083179606,0.544010480335804,0.618932488176099,0.156526997685432,0.129769536356131,0.124943936864535,0.116807945072651,0.126429987450441,0.110647556682428,0.0982078388333321,0.0687560728746005,0.0682361632824938,0.0644996430912797,0.066534252728637,0.0671392444545698,0.0599307360311001,0.0605172518928674
"ILL_2507_AGL",0.450789277525952,0.602159959221053,0.579585663748432,0.649151633788158,0.646657142865209,0.636335056760767,0.674003902429259,0.0796852434674899,0.0928965484102567,0.086832361916701,0.0866738930344582,0.0943906878431638,0.079630287985007,0.0729028433561325,0.0359779829814368,0.0559234762652645,0.0503510611896767,0.0563187767352324,0.0611025578809301,0.0507775747684907,0.0493081743920932
"ILL_2580_AGL",0.352260818515862,0.406885286899259,0.38799874262579,0.447861128547316,0.420767798798561,0.414834920453981,0.469946714568558,0.0417429134249687,0.079337681333224,0.0746275559067726,0.0731397146979968,0.0806031698981921,0.0704158991575241,0.0667998964587847,0.0174301329957026,0.0329862185948395,0.0291652058213106,0.0327790014829922,0.0341492098744363,0.0293124145723433,0.0315166195247315
"ILL_28_AGL",0.592768038720617,0.693104301312623,0.682153538949981,0.803405709597955,0.746617457077342,0.73891909530324,0.81632049892934,0.116428077220917,0.142424806952477,0.128047652542591,0.122786601384481,0.136286715666453,0.117537438869476,0.106549665331841,0.0695834860676895,0.0986349752801863,0.0874280557361956,0.0986364560920965,0.101809112178505,0.0869206245618431,0.087153821302653
